175,7511668.9733,4698813.7872,593.2530,1
176,7511678.9348,4698799.1396,593.3450,2
177,7511690.9025,4698781.5422,593.6450,3
178,7511697.7332,4698771.4982,593.7010,4
179,7511703.4961,4698763.0245,593.6190,5
22254,7511718.7420,4698863.6660,593.5260,22254
22255,7511704.2320,4698848.2050,593.1690,22255
22256,7511678.8970,4698822.8740,593.4100,22256
22257,7511667.5970,4698812.5270,593.0450,22257
22258,7511662.3640,4698805.3910,593.4450,22258
22259,7511651.6590,4698790.2870,593.5480,22259
22260,7511645.9490,4698780.6540,593.5990,22260
22545,7511779.1610,4698809.5480,593.5650,22545
22546,7511747.8810,4698835.0010,593.5050,22546
22547,7511721.5960,4698859.2660,593.6140,22547
22548,7511765.4830,4698800.8660,593.5460,22548
22549,7511747.6420,4698791.9470,593.6620,22549
22550,7511728.2550,4698785.0500,593.5160,22550
22551,7511719.3350,4698782.5530,593.5720,22551
22552,7511712.4360,4698776.6060,593.6040,22552
22553,7511704.2290,4698764.7130,593.6790,22553
22554,7511693.5250,4698775.8940,593.6220,22554
22555,7511687.3400,4698789.2150,593.5450,22555
22565,7511701.4930,4698758.4100,593.5900,22565
22566,7511703.9910,4698746.6350,593.6330,22566
22567,7511706.7260,4698735.0980,593.6070,22567
22568,7511708.0330,4698727.2490,593.4640,22568
22569,7511694.2370,4698735.3370,593.7810,22569
22570,7511670.2120,4698750.0860,593.6920,22570
